"date","count","lang","page","rank","month","title"
2008-11-17,6,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-16,7,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-15,2,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-14,6,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-13,5,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-12,7,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-11,7,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-10,8,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-30,17,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-19,1,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-18,2,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-26,6,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-27,0,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-01,12,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-02,3,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-03,3,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-04,4,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-05,5,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-06,14,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-07,3,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-08,8,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-09,14,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-24,4,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-25,10,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-22,4,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-23,4,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-20,3,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-11-21,1,"de","Illegale_Einwanderung","-1","200811","Illegale_Einwanderung"
2008-12-29,3,"de","Illegale_Einwanderung","-1","200812","Illegale_Einwanderung"
2008-12-28,0,"de","Illegale_Einwanderung","-1","200812","Illegale_Einwanderung"
2008-12-27,1,"de","Illegale_Einwanderung","-1","200812","Illegale_Einwanderung"
2008-12-26,9,"de","Illegale_Einwanderung","-1","200812","Illegale_Einwanderung"
2008-12-25,3,"de","Illegale_Einwanderung","-1","200812","Illegale_Einwanderung"
2008-12-24,0,"de","Illegale_Einwanderung","-1","200812","Illegale_Einwanderung"
2008-12-23,2,"de","Illegale_Einwanderung","-1","200812","Illegale_Einwanderung"
2008-12-22,0,"de","Illegale_Einwanderung","-1","200812","Illegale_Einwanderung"
2008-12-21,1,"de","Illegale_Einwanderung","-1","200812","Illegale_Einwanderung"
2008-12-20,5,"de","Illegale_Einwanderung","-1","200812","Illegale_Einwanderung"
